annual_inc,bc_util,dti,num_accts_ever_120_pd,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bc_limit,avg_cur_bal,pct_tl_nvr_dlq,total_acc,int_rate,home_ownership,term,TARGET
53000,93.7,29.42,0,0,0,69799,16600,5788,100,17,12.69,RENT, 60 months,0
72000,32.8,5.52,1,0,0,225754,8800,22860,84.6,13,20.49,MORTGAGE, 36 months,0
70000,16.3,15.17,0,0,0,50066,300,11040,100,6,9.99,RENT, 36 months,0
73000,99.8,11.66,0,0,0,22200,6000,2668,88.2,17,8.18,MORTGAGE, 36 months,0
275000,43,11.89,3,0,0,493608,19700,35445,90.6,35,17.86,MORTGAGE, 36 months,1
70000,88.1,21.79,0,0,0,119698,15900,9930,100,25,6.92,MORTGAGE, 36 months,0
65000,62,21.94,0,0,0,96205,14800,8063,88.9,19,12.29,RENT, 36 months,0
62000,76.9,14.08,1,1,0,31743,14700,1895,96.7,35,9.17,MORTGAGE, 36 months,0
58000,92.5,8.96,0,0,0,166333,800,30997,100,8,13.99,MORTGAGE, 60 months,0
60000,60,18.8,0,0,0,73288,41860,2094,90,31,18.25,RENT, 60 months,1
55000,95.7,34.98,0,0,0,63489,14900,3238,100,27,23.99,RENT, 60 months,1
105000,33.2,10.26,0,0,0,490989,30100,33514,100,25,7.89,RENT, 36 months,1
60000,54.3,28.16,0,1,0,75892,18400,4320,100,16,21.67,RENT, 60 months,1
25000,94.7,12.48,0,0,0,149000,8900,24256,100,11,16.99,MORTGAGE, 36 months,0
397019.41,65.9,4.04,0,0,0,77820,17700,3100,91.7,24,19.52,MORTGAGE, 60 months,0
165000,51.1,10.3,1,0,6,226075,16000,12197,84,25,13.99,MORTGAGE, 60 months,0
59000,61.2,21.89,0,0,0,280991,10700,30396,100,39,7.89,MORTGAGE, 36 months,0
48000,43.7,29.04,0,0,0,247422,47900,11662,97.1,34,9.99,MORTGAGE, 36 months,0
17000,41,13.91,0,1,0,11450,6250,805,69,13,14.65,OWN, 36 months,0
80000,83.5,20.27,0,0,0,294562,4800,32632,87.5,16,17.86,MORTGAGE, 36 months,1
98000,54.6,23.16,1,0,0,172335,22300,7790,91.4,36,17.57,MORTGAGE, 36 months,0
40000,86.9,21.78,0,0,0,42196,1000,3796,100,15,13.99,RENT, 36 months,0
26000,71.4,25.85,0,1,0,38554,12400,2584,100,9,13.33,RENT, 60 months,1
47000,55.1,22.27,0,0,0,27001,10400,2930,92.3,13,13.33,MORTGAGE, 36 months,1
86000,93.5,10.44,0,0,0,285098,12300,55256,94.7,19,7.89,MORTGAGE, 36 months,0
49800,92.1,39.37,0,0,0,71854,26700,2410,97.2,36,22.99,MORTGAGE, 60 months,1
48000,77.7,25.36,0,0,0,248304,11500,31332,87.5,8,9.99,MORTGAGE, 36 months,0
51000,69.5,27.18,0,0,0,83235,21800,3833,100,27,18.25,RENT, 36 months,0
33000,84.4,14.95,0,1,0,22100,6400,982,100,24,13.99,OWN, 60 months,0
60000,64.1,12.48,0,0,0,46400,41900,2241,100,23,13.99,RENT, 60 months,0
65000,68,30.51,1,0,0,112152,60000,8415,94.4,18,12.69,RENT, 60 months,0
55000,94.9,24.01,0,0,0,270770,3300,23800,72,26,22.99,MORTGAGE, 60 months,0
25285,42,15.38,0,0,0,24457,9200,2890,100,7,13.99,RENT, 36 months,0
275000,36,9.7,0,0,0,187379,166000,7899,100,22,6.92,OWN, 36 months,0
46500,0,13.63,2,0,0,232861,14500,21554,88.2,35,6.92,MORTGAGE, 36 months,0
75000,15.5,13.09,0,0,0,90650,24300,3736,100,30,10.99,OWN, 60 months,0
45000,83.3,26.67,0,0,0,114346,8400,7428,100,21,13.33,RENT, 36 months,1
88000,23.4,8.83,2,0,0,396182,15900,36146,88.9,18,13.99,MORTGAGE, 36 months,1
72000,34.2,12.03,2,0,0,33300,18300,4331,76.9,13,9.99,RENT, 36 months,0
42000,71,26.31,0,1,0,111634,9400,6696,74,23,17.57,MORTGAGE, 36 months,1
131000,60,17.99,0,1,1,109931,9125,5436,84,31,14.65,RENT, 36 months,0
72000,51,12.02,0,1,1,34787,9200,3154,75,20,14.65,RENT, 36 months,0
72000,57.5,16.38,1,0,0,44605,6300,1730,87.1,32,15.61,RENT, 60 months,0
59000,20.4,19.33,0,0,0,261340,1900,31035,94.1,17,9.17,MORTGAGE, 36 months,0
98000,65,25.74,0,0,0,132584,36600,4894,95,41,19.52,RENT, 60 months,0
30000,54.4,30.36,0,1,0,46843,8900,6260,100,22,18.84,OWN, 60 months,1
64000,98.1,36.42,0,0,0,78408,24200,3891,98,51,18.84,RENT, 60 months,1
128000,74,21.61,0,0,0,164306,2800,9401,100,42,9.17,RENT, 36 months,0
33000,30.7,29.34,2,0,0,43520,7900,1314,96.1,51,17.57,OWN, 36 months,1
36899,48.9,6.73,2,0,0,25600,7900,322,83.9,31,10.99,RENT, 36 months,0
44000,96.5,27.2,0,0,0,61098,3300,8060,80.8,28,15.61,RENT, 60 months,0
150000,68.4,16.96,0,0,0,343000,144600,12868,100,40,7.89,MORTGAGE, 36 months,1
75000,0.2,10.4,1,0,0,52783,19500,4029,95.2,22,6.68,RENT, 36 months,0
40000,49.8,14.72,0,0,0,34571,21100,1538,87.5,8,9.99,RENT, 36 months,0
40000,39,8.01,0,2,0,289943,6200,25695,84,25,18.25,MORTGAGE, 36 months,0
54000,79.2,11.4,0,0,0,348142,25000,56172,100,21,11.53,MORTGAGE, 36 months,0
62000,51.9,19.8,0,0,0,255485,19900,14220,97.9,54,13.33,RENT, 36 months,0
55000,90.9,17.06,0,0,0,49400,23000,3338,100,23,16.55,RENT, 36 months,0
149000,37.2,4.73,1,0,0,699142,125700,17371,97.8,46,9.17,MORTGAGE, 36 months,0
270000,96.2,17.94,0,0,0,771645,16700,55612,95.1,41,6.68,MORTGAGE, 36 months,0
40000,71.6,34.05,2,0,0,70493,1000,5553,84.2,19,17.86,RENT, 36 months,0
80000,0.5,11.67,0,0,0,324511,11500,35636,100,26,9.99,MORTGAGE, 60 months,0
50000,70,17.83,0,0,0,49915,9650,2199,100,22,15.61,RENT, 36 months,0
75000,86.8,19.42,0,0,0,60484,9300,2842,94.4,18,13.99,RENT, 60 months,0
75000,88.3,24.62,1,1,0,348614,3500,24467,87.5,25,16.55,MORTGAGE, 60 months,0
110000,52.6,12.56,0,0,0,131230,58500,3395,97.3,37,11.53,MORTGAGE, 36 months,0
63000,93.2,7.94,0,0,0,120700,16100,9503,100,15,12.29,MORTGAGE, 36 months,0
58881,82.3,22.22,1,0,0,265856,34800,14938,92.3,28,25.57,MORTGAGE, 60 months,0
60000,49.2,25.36,0,0,0,84310,13800,2778,96.2,26,9.17,RENT, 36 months,1
80000,92.5,19.91,0,0,0,400236,20500,44856,100,16,6.92,MORTGAGE, 36 months,0
208000,75.5,5.86,0,0,0,66427,4300,4016,96.6,29,16.55,RENT, 60 months,0
29000,36.7,21.36,2,0,0,31245,3700,1352,77.8,27,23.99,RENT, 36 months,1
105000,34.3,10.5,0,0,0,540326,35800,36835,95,20,10.99,MORTGAGE, 60 months,0
73000,67.1,15.19,0,0,0,132743,21900,10255,100,30,24.5,OWN, 60 months,1
85000,50.1,20.85,0,1,0,242080,5900,19328,94.7,28,12.29,MORTGAGE, 60 months,0
98000,36.4,16.33,0,0,0,411167,93000,21200,100,25,8.18,MORTGAGE, 60 months,0
47840,74.9,15.05,0,0,0,23362,1000,4514,80,5,19.52,RENT, 36 months,1
83000,30.6,9.85,0,0,0,247147,4400,22981,75,21,12.29,MORTGAGE, 60 months,0
66000,94.6,14.25,0,0,0,38158,8800,5773,86.7,15,10.99,RENT, 36 months,1
54000,94.7,12.09,11,0,0,301476,10500,49072,61.8,35,12.29,MORTGAGE, 36 months,0
50000,50.5,28.32,0,0,2,115197,7000,10452,88.2,17,13.33,MORTGAGE, 36 months,0
31000,21.7,20.4,2,0,0,22671,6100,665,86.4,22,18.25,RENT, 36 months,0
38000,60.9,20.4,0,1,0,35150,4100,3743,100,11,11.53,RENT, 36 months,0
86000,0.1,12.52,1,0,0,56103,7700,3243,93.1,30,8.18,RENT, 36 months,0
48000,71.3,36.7,0,0,0,66030,18400,3547,95.2,21,18.25,RENT, 36 months,0
72000,59.9,23.1,3,0,0,90350,20500,4197,96.2,32,7.89,RENT, 36 months,1
35000,49.4,20.97,0,0,0,37736,1700,8796,88.9,9,19.52,RENT, 36 months,1
81000,70.8,9.3,0,0,0,29300,15900,931,95.8,24,16.99,RENT, 36 months,0
45000,95.2,27.04,1,0,0,55469,7100,5114,52.4,21,15.61,RENT, 60 months,1
38000,0.2,30.99,0,0,0,91604,9100,4548,92.9,28,7.89,RENT, 36 months,0
64000,80.9,28.5,0,0,0,67925,16000,4903,100,25,22.99,MORTGAGE, 60 months,0
52000,38.7,23.96,0,0,0,110200,71600,6944,100,22,13.99,RENT, 36 months,0
90000,35.7,23.08,1,0,0,235215,138400,6646,95.7,24,6.92,OWN, 36 months,0
35000,87.2,22.09,0,0,0,95453,1000,7290,100,19,18.84,MORTGAGE, 36 months,1
51225,42.2,3.42,0,0,0,222764,3300,22760,100,10,12.69,MORTGAGE, 36 months,0
90751,95.9,30.07,0,0,0,315432,19900,10880,98.2,57,13.33,MORTGAGE, 36 months,0
50000,5.1,23.31,2,1,0,34449,4600,1530,96.3,35,17.57,RENT, 60 months,0
60000,86,8.75,1,0,0,211850,20000,17171,95.8,24,17.86,MORTGAGE, 60 months,1
37000,87.6,21.99,0,0,0,81974,800,9828,95,20,16.55,MORTGAGE, 36 months,0
26532,46.1,23.79,0,0,0,196411,12900,15721,100,21,16.55,MORTGAGE, 36 months,0
100300,84.7,25.5,0,0,0,229102,29700,13155,100,39,12.69,MORTGAGE, 36 months,0
20000,75.4,9.54,0,0,0,13300,10800,1213,100,13,18.25,MORTGAGE, 36 months,0
54000,74.5,19.82,1,1,0,170399,7800,19951,87.5,24,13.33,MORTGAGE, 36 months,0
87500,96,20.98,0,0,0,250772,22850,17196,93,27,12.69,MORTGAGE, 60 months,0
231000,57.7,5.08,2,0,0,43451,4300,2584,66.7,12,16.55,RENT, 36 months,0
104000,0,7.51,0,0,0,22988,2000,5144,93.3,15,13.99,RENT, 36 months,0
37000,98.5,19.01,0,0,0,25800,23800,3357,100,12,19.52,RENT, 60 months,0
1.00E+05,85.9,10.66,0,0,0,41069,27100,5405,100,11,12.29,RENT, 60 months,0
54000,90.1,17.76,0,0,0,267987,0,42549,100,13,8.18,MORTGAGE, 36 months,0
31000,56,25.86,0,0,0,98798,8200,10867,79.2,24,9.17,MORTGAGE, 36 months,0
55000,57.4,11.04,0,0,0,58243,22000,3989,100,12,9.17,RENT, 36 months,0
70428.8,75,31.81,0,0,0,104369,14850,5301,100,36,16.99,RENT, 36 months,0
48000,59.6,23.8,12,0,0,215798,14200,8216,68.3,42,13.99,MORTGAGE, 36 months,0
57000,97.6,30.21,1,1,0,68538,10300,6062,91.3,23,11.53,RENT, 36 months,0
136000,60.8,6.01,2,1,0,25330,6800,1804,75,8,8.18,RENT, 36 months,1
75000,52.8,10.85,0,1,0,173470,12500,16861,100,12,7.89,MORTGAGE, 36 months,0
85000,15.9,9.25,0,0,0,317300,130600,10166,100,27,6.39,MORTGAGE, 36 months,0
41000,23.1,23.89,2,1,0,63375,13000,755,91.7,41,7.89,RENT, 36 months,0
41000,49.3,14.67,0,0,0,44500,15000,2327,100,14,11.53,MORTGAGE, 36 months,0
59000,96.2,31.86,0,1,0,327262,5800,24485,100,23,16.99,OWN, 36 months,0
90000,83.1,11.36,0,0,0,462444,6400,26356,80,35,13.33,MORTGAGE, 36 months,0
56000,95.1,29.2,0,0,0,87672,15400,6822,100,22,21.67,RENT, 60 months,0
50000,43.7,30.77,0,0,0,327326,24100,9555,95.9,73,14.65,MORTGAGE, 60 months,1
92000,95.2,7.17,1,0,0,28800,19200,2125,91.4,35,19.52,RENT, 60 months,0
75000,104.8,15.31,0,0,0,281059,13000,66305,100,12,20.49,OWN, 60 months,0
80000,52.9,25.54,0,0,0,281936,67900,13805,97.8,45,9.99,MORTGAGE, 36 months,0
44000,92.4,24.47,0,0,0,46293,5200,3029,94.7,19,10.99,RENT, 36 months,0
58000,88.7,10.12,0,1,0,18868,4100,3516,100,16,17.57,RENT, 36 months,1
53000,98.2,10.08,1,0,0,16779,5000,1778,76.9,14,9.17,RENT, 36 months,0
43000,95.3,33.18,0,0,0,241874,4900,20184,76.2,22,25.83,MORTGAGE, 60 months,1
92000,67.1,13.96,0,0,0,283000,61900,19801,100,25,12.69,MORTGAGE, 36 months,0
80000,44.9,14.06,0,0,0,68235,45800,2153,94.1,18,6.39,RENT, 36 months,0
40000,72.7,16.47,1,0,0,39908,6100,4322,100,29,9.99,RENT, 36 months,0
120000,70.1,28.45,1,0,0,311361,11500,43367,83.3,25,13.99,RENT, 36 months,0
145000,75.7,33.18,0,0,0,357669,52600,11126,90.7,43,10.99,MORTGAGE, 36 months,0
42500,82.7,24.37,7,0,0,22000,4100,1856,66.7,21,13.33,RENT, 36 months,0
85000,77.2,11.05,1,0,1,252965,11800,39724,87.5,8,18.84,MORTGAGE, 60 months,1
75000,15.4,16.51,0,0,0,427587,55800,22246,100,37,8.18,MORTGAGE, 36 months,0
26000,91.9,17.17,0,0,0,23058,7000,3972,94.4,18,18.84,RENT, 60 months,0
22000,40.1,36.17,0,0,0,45886,15800,1885,93.7,16,13.33,RENT, 36 months,0
50000,23,31.71,0,1,0,75697,29725,1554,71,34,24.99,RENT, 60 months,1
22000,95.8,24.93,0,0,0,96511,3800,5690,90.6,33,13.33,RENT, 36 months,0
41000,80,17.39,2,0,0,187555,14000,13466,85.7,35,12.29,MORTGAGE, 60 months,0
60000,93.5,20.48,0,0,0,178740,8000,18582,100,19,17.57,MORTGAGE, 36 months,0
51000,45.3,17.81,0,0,1,47431,14800,6619,100,9,8.18,RENT, 36 months,0
65000,43,25.39,0,2,3,88710,26500,5179,73,33,9.99,RENT, 36 months,0
80000,36.1,15.8,1,0,0,207000,36000,10521,96.7,30,14.65,MORTGAGE, 60 months,0
30000,79.8,26.14,0,0,0,19500,5300,2154,87,23,11.53,RENT, 36 months,0
73000,92.8,14.95,5,0,0,122616,18800,5280,82.9,35,9.17,RENT, 36 months,1
65000,75.2,34.31,0,0,0,125574,800,15732,100,15,18.25,MORTGAGE, 60 months,0
60000,93.7,22.88,0,0,0,147643,26600,11707,97.5,40,24.99,MORTGAGE, 60 months,0
67000,61.5,20.37,0,0,0,317953,17000,32789,100,26,13.99,MORTGAGE, 36 months,0
48000,8.4,38.8,6,0,0,90317,4500,4676,73.9,23,20.49,RENT, 36 months,0
22000,68.8,13.58,1,0,0,12700,4300,1914,92.3,13,16.55,MORTGAGE, 36 months,1
47289,82.1,16.68,3,0,0,16600,800,4756,72.2,19,12.69,RENT, 36 months,1
108000,27,25.79,0,0,0,164181,52300,13963,100,13,6.39,OWN, 36 months,0
45000,45.3,23.6,1,1,0,118467,13400,7316,81.8,22,7.89,MORTGAGE, 36 months,0
80000,51.4,28.83,0,0,1,301216,500,26469,100,13,16.55,MORTGAGE, 60 months,0
82000,24.5,18.34,1,1,0,66471,16200,4071,96.3,33,10.99,RENT, 36 months,0
59000,86.5,29.17,0,0,0,109212,43200,3638,100,41,20.49,MORTGAGE, 60 months,1
60000,100,16.24,0,0,0,171881,12200,13541,84.2,38,21.67,MORTGAGE, 60 months,1
29120,83.3,35.2,0,1,0,118645,4500,7645,100,34,16.99,MORTGAGE, 36 months,1
45000,90.9,17.25,0,1,0,214996,12700,28730,100,12,18.25,MORTGAGE, 60 months,0
65000,77.4,35.8,2,0,0,99867,1000,6768,71.4,30,25.57,RENT, 60 months,1
35200,91.9,35.66,1,0,0,53490,7000,2227,68.6,35,12.69,RENT, 36 months,0
80000,99.4,19.38,1,0,0,197229,13500,9116,92.7,49,15.61,MORTGAGE, 36 months,1
78000,46.5,32.8,3,0,0,280960,24000,14360,78.3,23,12.69,MORTGAGE, 36 months,0
142000,92.5,12.86,0,0,0,125400,32800,9680,100,27,9.17,MORTGAGE, 36 months,0
60060,85.4,24.04,0,0,0,58994,16700,2803,100,33,13.99,RENT, 36 months,1
42000,78,20.43,0,0,0,25669,6850,1155,91,34,13.33,MORTGAGE, 36 months,0
53000,90.4,31.05,0,0,0,125032,17200,8790,100,42,11.53,MORTGAGE, 36 months,0
75000,43.7,32.26,0,0,0,294037,67700,10390,100,28,18.25,MORTGAGE, 60 months,0
160000,28,13.9,0,1,1,125384,13000,8257,80,44,13.99,RENT, 36 months,0
49000,71.7,14.5,0,0,0,47550,12600,7091,100,11,12.29,OWN, 36 months,0
70000,51.5,8.11,0,0,0,169616,6000,19696,100,15,13.99,MORTGAGE, 36 months,0
123000,98.6,11.46,0,1,0,110039,3300,3378,96.6,30,12.69,MORTGAGE, 36 months,0
54000,97.2,14.56,0,0,0,143162,4500,17174,100,39,18.25,RENT, 60 months,1
72000,42.1,17.05,1,2,0,237158,4000,17140,94.1,85,16.55,OWN, 36 months,1
61000,90,20.7,1,1,0,168728,9000,13080,93.7,16,17.57,MORTGAGE, 36 months,0
34250,87.6,18.85,0,0,0,22200,15000,2526,100,14,13.99,RENT, 36 months,0
45000,18.3,13.47,0,1,0,35282,8000,2919,100,31,11.53,MORTGAGE, 36 months,0
65000,30.1,1.88,0,0,4,5500,5500,331,85.7,7,15.61,RENT, 36 months,1
41000,70.6,17.36,2,1,0,109090,7300,5869,93.1,29,12.69,MORTGAGE, 36 months,0
55000,98.1,24.94,0,0,0,96826,16200,6786,100,24,19.52,MORTGAGE, 60 months,1
40000,95,37.8,0,0,0,167512,2200,17143,93.7,16,14.65,MORTGAGE, 36 months,1
25000,70.7,15.79,0,0,0,18900,18900,1908,100,11,23.99,RENT, 36 months,1
80000,79.3,30.28,0,0,0,382258,65000,16178,100,42,16.99,MORTGAGE, 60 months,0
64200,97,26.49,0,0,0,319913,8475,16239,100,26,18.84,MORTGAGE, 36 months,0
60000,57.7,9.7,0,0,0,445100,34100,83009,100,20,14.65,MORTGAGE, 36 months,0
64000,85.4,27.86,0,0,0,42800,7300,2880,100,18,18.25,RENT, 36 months,1
91000,76.6,16.34,0,0,0,414254,21700,28088,85,40,12.29,MORTGAGE, 60 months,0
110500,31.2,11.17,0,0,0,107336,67500,3547,100,38,6.92,OWN, 36 months,0
183600,36.2,5.73,1,0,1,407673,139000,16466,97.6,42,6.68,MORTGAGE, 36 months,1
43602.96,55.4,14.12,0,0,1,82070,16500,2884,100,33,9.17,RENT, 36 months,0
43000,41.9,5.25,0,0,0,11000,7100,1116,100,9,12.69,RENT, 36 months,0
55000,46.4,17.72,0,0,0,263825,13100,27985,76.5,17,6.39,MORTGAGE, 36 months,0
79040,65.6,20.29,0,0,0,167598,21300,15303,100,10,16.55,RENT, 60 months,0
33000,79,8.69,0,1,0,14100,6500,1114,85,20,17.86,RENT, 36 months,0
42900,95.4,31.19,0,1,0,174690,2300,14567,92,26,14.65,MORTGAGE, 36 months,0
38000,97.3,11.59,0,0,0,9200,7200,1121,100,9,13.33,RENT, 36 months,0
98060,87.9,13.38,0,0,0,168588,37000,11250,100,44,16.55,RENT, 36 months,1
91000,88,16.51,0,0,0,54267,37200,6086,100,20,6.92,RENT, 36 months,0
650000,100.2,1.64,1,2,0,31889,1000,1807,94.4,18,16.99,RENT, 36 months,0
72000,46.7,13.81,0,0,0,68601,38700,4840,100,12,8.18,RENT, 36 months,0
61000,96,13.1,0,1,0,295484,6050,26443,67,36,17.86,MORTGAGE, 36 months,0
115000,80.8,13.26,0,0,0,296732,10600,19262,78.1,33,9.17,MORTGAGE, 36 months,0
69400,44.9,26.25,0,1,0,395449,24600,26705,100,39,10.99,MORTGAGE, 36 months,0
40560,74.3,3.34,0,0,0,176300,5500,28858,75,16,15.61,MORTGAGE, 36 months,0
38000,57,17.28,0,1,0,24769,10300,1023,70,23,13.99,RENT, 36 months,0
2.00E+05,28.7,13.98,0,1,0,191840,46100,6293,97.6,52,24.99,RENT, 60 months,0
64000,87.4,10.74,1,0,0,287107,6000,51711,81.8,23,12.29,MORTGAGE, 36 months,0
55000,98.5,22.71,1,0,0,41841,16900,2517,95.2,21,15.61,OWN, 36 months,0
120000,36.4,10.69,0,0,0,63772,12400,2824,93.3,15,24.5,MORTGAGE, 60 months,0
50497,18.8,22.1,0,1,0,80425,27600,782,100,40,8.18,RENT, 60 months,0
55000,72.1,24.48,1,0,0,56505,6700,2417,95,21,12.69,RENT, 60 months,0
1.00E+05,60.3,20.83,1,0,0,273979,38900,13944,79.5,46,12.69,MORTGAGE, 36 months,1
40000,40.9,3.66,0,0,0,46287,6300,8217,100,12,9.99,MORTGAGE, 36 months,0
50600,64.5,35.46,0,0,0,69098,21100,2093,96.4,56,16.99,RENT, 60 months,1
62000,80.5,29.89,1,0,0,65696,1800,3777,92.9,28,13.33,RENT, 36 months,0
30000,99.3,15.76,0,0,0,12410,5300,2044,100,9,10.99,RENT, 36 months,0
35000,38.4,26.03,0,0,0,28807,6400,1960,100,15,19.52,RENT, 36 months,0
35000,25.4,22.46,5,0,0,40751,5500,3365,60,25,14.65,RENT, 36 months,1
69000,37.1,14.77,2,0,0,149330,4900,12121,85.7,21,11.53,OWN, 36 months,0
70000,46.9,5.73,0,0,0,166800,19300,18972,100,20,10.99,MORTGAGE, 60 months,0
139000,95.5,16.37,0,0,0,305817,19900,19264,97.1,34,13.33,MORTGAGE, 36 months,0
70000,32.6,8.25,0,0,0,308000,67000,21600,100,24,7.89,MORTGAGE, 60 months,0
70000,36.5,15.43,0,0,1,275282,18900,17922,100,34,9.99,MORTGAGE, 60 months,0
42000,11.7,11.37,3,1,0,75934,3000,5312,93.7,18,14.65,RENT, 36 months,0
56000,73.7,29.3,1,1,0,77405,12900,4851,97.6,49,17.86,RENT, 60 months,0
30000,90.3,12.93,0,0,0,14200,7900,2396,100,8,14.65,OWN, 36 months,0
70000,88.2,21,1,0,0,59414,6900,2326,94.1,34,13.99,RENT, 60 months,1
197000,65.6,25.98,0,0,0,842584,34800,41147,100,52,9.99,MORTGAGE, 36 months,0
35000,59.4,21.04,0,0,0,58033,9000,3267,100,26,18.25,RENT, 60 months,1
40000,40.3,20.7,0,0,0,32800,11800,1186,100,18,20.49,RENT, 60 months,0
72000,82,35.23,0,1,0,104628,8350,4917,64,39,14.65,MORTGAGE, 36 months,0
61980,54.5,22.28,0,0,0,273369,7000,26160,100,42,10.99,MORTGAGE, 36 months,0
87000,94.9,11.75,0,0,0,224789,1700,28835,100,11,13.33,MORTGAGE, 36 months,1
98000,37.9,20.85,0,0,0,252216,26500,14908,85.7,28,6.68,MORTGAGE, 36 months,0
117000,56.6,18.41,0,0,0,353236,19800,22180,98,51,16.99,MORTGAGE, 36 months,1
67000,89.8,24.18,1,0,0,335495,39300,44687,96.3,27,20.49,MORTGAGE, 36 months,0
82500,157.6,13.56,0,0,0,66497,2000,7142,96.4,28,13.99,RENT, 36 months,0
89000,66,9.74,0,1,0,215969,12000,20335,100,22,6.92,MORTGAGE, 36 months,0
175000,12.2,5.03,0,0,0,544531,53500,33520,90.6,32,7.89,MORTGAGE, 36 months,0
151000,39.4,10.47,0,0,0,107150,37500,8125,100,28,7.89,OWN, 36 months,0
40000,58.1,13.97,0,1,0,41688,21700,1896,100,18,18.84,RENT, 60 months,0
35000,85,25.03,0,0,0,111790,2400,7948,80,25,13.99,MORTGAGE, 36 months,0
122000,45.5,7.81,1,0,0,613100,48000,62672,96.7,31,6.92,MORTGAGE, 36 months,0
45000,68.8,17.25,0,0,0,164231,3300,22077,100,12,9.17,MORTGAGE, 36 months,0
16800,92.1,32.64,0,0,0,27942,9000,1657,93.3,15,17.86,MORTGAGE, 36 months,1
30000,30.6,2.69,2,0,0,60645,20200,2748,93.5,33,10.99,RENT, 36 months,0
50000,34.4,31.2,0,1,0,115225,5400,9154,95.7,24,9.17,MORTGAGE, 36 months,0
101000,64.8,13.57,0,0,0,374900,76900,38699,100,18,10.99,MORTGAGE, 60 months,0
38000,60.4,21.95,3,1,0,178029,23000,11386,91.2,47,24.99,OWN, 60 months,0
65000,93.3,17.39,1,0,0,41071,7400,3574,93.7,16,15.61,MORTGAGE, 36 months,1
80000,99.1,26.79,0,0,0,58000,43000,13289,100,27,15.61,RENT, 36 months,1
68000,50.8,30.73,0,1,0,77509,22100,2313,97.6,45,15.61,RENT, 60 months,1
22688.06,66.9,16.24,0,0,0,19000,19000,4234,100,7,13.33,RENT, 36 months,0
45000,39,17.76,0,1,0,43650,36250,2056,81,21,13.99,RENT, 36 months,1
40000,18.2,10.8,1,0,0,90670,4300,6142,97,33,15.61,RENT, 36 months,0
45000,32.8,5.44,0,0,0,231232,8500,15700,97.1,34,12.69,OWN, 36 months,0
65000,83.4,20.96,0,0,0,82545,14600,4298,100,19,6.92,RENT, 36 months,0
37000,153.9,14.22,0,0,0,135328,2000,24132,85.7,29,8.18,RENT, 36 months,0
40000,61.9,18.3,0,0,0,38223,13700,8023,100,11,12.29,RENT, 60 months,0
35027,39.5,20.84,0,0,0,153005,14800,15397,100,15,7.89,MORTGAGE, 36 months,0
48500,95.6,17.3,0,0,0,165504,12000,19395,93.3,15,9.17,MORTGAGE, 36 months,0
60000,57.8,23.03,0,0,0,79238,45100,5313,100,26,8.18,RENT, 36 months,0
64000,26.7,19.5,1,0,0,221179,25100,14179,96.7,30,9.17,MORTGAGE, 36 months,0
130000,79.1,7.03,0,0,0,51879,22000,3725,90.6,33,13.99,OWN, 60 months,1
51000,11.1,17.57,7,1,0,188146,5900,6470,90,81,16.55,MORTGAGE, 36 months,0
56520,57.5,38.51,1,0,0,76802,10100,4181,97.1,36,21.67,RENT, 60 months,0
78000,37.4,21.91,1,0,0,106788,47000,5005,89.5,19,12.29,MORTGAGE, 36 months,1
35871.67,54.9,23.81,4,2,0,42735,3200,2635,88.9,36,10.99,MORTGAGE, 36 months,0
35000,96.8,34.68,0,0,0,33100,9900,2702,100,18,12.69,RENT, 60 months,0
37000,73.6,16.93,0,0,0,20900,6900,1764,100,10,7.89,RENT, 36 months,0
98500,63.9,15.87,0,0,0,245727,35100,12864,100,45,17.57,MORTGAGE, 60 months,1
80000,84,24.05,0,1,0,71781,3900,2216,82,28,16.99,MORTGAGE, 36 months,1
80000,61.9,15.08,0,1,0,52134,10300,6593,100,15,24.99,RENT, 60 months,1
40000,62.1,36.42,0,0,0,190241,4900,13568,100,30,24.5,MORTGAGE, 60 months,0
33000,54.7,39.85,0,0,0,41184,6000,4267,90.9,11,24.99,RENT, 36 months,1
75000,94.3,20.21,0,0,0,194476,9200,11929,87.5,34,13.99,MORTGAGE, 60 months,1
133000,77.4,10.21,0,0,0,165636,9000,12343,89.5,19,12.29,MORTGAGE, 36 months,0
42956.9,93.8,18.11,1,0,0,107285,13200,12536,85.7,21,17.57,MORTGAGE, 60 months,0
58000,15.5,16.12,0,1,0,65380,30700,3019,93.7,18,7.89,RENT, 36 months,0
67000,0,18.65,2,0,0,228072,3600,27685,92,26,6.92,MORTGAGE, 36 months,0
80000,20.4,5.87,0,0,0,52241,22100,1390,100,31,7.89,RENT, 36 months,0
85000,24.9,17.11,0,0,0,359062,49200,16414,100,48,8.18,MORTGAGE, 36 months,0
37000,96.4,20.3,1,2,0,57514,5000,3665,87,23,12.69,MORTGAGE, 60 months,0
40000,81.1,16.9,2,0,1,15808,1600,2393,90.9,12,16.55,RENT, 36 months,0
45900,46.4,23.6,0,0,0,150737,49200,5748,100,48,9.17,RENT, 36 months,0
175000,88.6,9.23,1,0,1,352365,2300,40036,91.7,14,7.89,OWN, 36 months,0
34000,89.3,31.06,0,0,0,31400,23300,2841,95.7,23,16.55,MORTGAGE, 36 months,0
